2019-12-18 00:46:20.476000;175
2019-12-18 00:46:20.476000;1;0;0;2019-12-18 00:46:22.848000;35
2019-12-18 00:46:22.848000;2;0;0;2019-12-18 00:46:28.360000;40
2019-12-18 00:46:28.361000;3;0;0;2019-12-18 00:46:30.018000;20
2019-12-18 00:46:30.018000;4;0;0;2019-12-18 00:47:04.892000;225
2019-12-18 00:47:04.892000;5;0;0;2019-12-18 00:47:07.984000;0
2019-12-18 00:47:07.984000;6;0;0;2019-12-18 00:47:15.323000;205
2019-12-18 00:47:15.325000;7;0;0;2019-12-18 00:47:32.422000;0
2019-12-18 00:47:32.422000;8;0;0;2019-12-18 00:48:18.872000;645
2019-12-18 00:48:18.873000;9;0;0;2019-12-18 00:49:08.630000;185
2019-12-18 00:49:08.630000;10;0;0;2019-12-18 00:49:54.384000;210
2019-12-18 00:49:54.384000;11;0;0;2019-12-18 00:50:14.463000;15
2019-12-18 00:50:14.466000;12;0;0;2019-12-18 00:51:01.621000;675
2019-12-18 00:51:01.622000;13;0;0;2019-12-18 00:51:04.307000;20
2019-12-18 00:51:04.308000;14;0;0;2019-12-18 00:51:51.468000;780
2019-12-18 00:51:51.470000;15;0;0;2019-12-18 00:52:19.373000;150
2019-12-18 00:52:19.374000;16;0;0;2019-12-18 00:53:02.957000;490
2019-12-18 00:53:02.958000;17;0;0;2019-12-18 00:53:07.033000;15
2019-12-18 00:53:07.034000;18;0;0;2019-12-18 00:53:18.148000;285
2019-12-18 00:53:18.149000;19;0;0;2019-12-18 00:53:54.253000;10
2019-12-18 00:53:54.253000;20;0;0;2019-12-18 00:54:16.318000;0
2019-12-18 00:54:16.320000;21;0;0;2019-12-18 00:54:52.579000;225
2019-12-18 00:54:52.580000;22;0;0;2019-12-18 00:55:21.098000;180
2019-12-18 00:55:21.099000;23;0;0;2019-12-18 00:55:23.611000;0
2019-12-18 00:55:23.611000;24;0;0;2019-12-18 00:55:45.592000;20
2019-12-18 00:55:45.592000;25;0;0;2019-12-18 00:56:07.588000;45
2019-12-18 00:56:07.589000;26;0;0;2019-12-18 00:57:05.415000;225
2019-12-18 00:57:05.417000;27;0;0;2019-12-18 00:57:32.642000;25
2019-12-18 00:57:32.642000;28;0;0;2019-12-18 00:57:47.885000;60
2019-12-18 00:57:47.885000;29;0;0;2019-12-18 00:58:06.581000;15
2019-12-18 00:58:06.583000;30;0;0;2019-12-18 00:58:10.370000;0
2019-12-18 00:58:10.371000;31;0;0;2019-12-18 00:58:31.155000;65
2019-12-18 00:58:31.156000;32;0;0;2019-12-18 00:59:04.908000;370
2019-12-18 00:59:04.908000;33;0;0;2019-12-18 00:59:43.293000;115
2019-12-18 00:59:43.293000;34;0;0;2019-12-18 00:59:59.833000;15
2019-12-18 00:59:59.834000;35;0;0;2019-12-18 01:00:07.297000;15
2019-12-18 01:00:07.297000;36;0;0;2019-12-18 01:00:30.027000;0
2019-12-18 01:00:30.028000;37;0;0;2019-12-18 01:00:35.709000;175
2019-12-18 01:00:35.710000;38;0;0;2019-12-18 01:00:58.016000;0
2019-12-18 01:00:58.016000;39;0;0;2019-12-18 01:01:03.226000;45
2019-12-18 01:01:03.226000;40;0;0;2019-12-18 01:01:28.426000;140
2019-12-18 01:01:28.426000;41;0;0;2019-12-18 01:01:35.791000;200
2019-12-18 01:01:35.792000;42;0;0;2019-12-18 01:02:09.435000;340
2019-12-18 01:02:09.435000;43;0;0;2019-12-18 01:02:18.704000;15
2019-12-18 01:02:18.704000;44;0;0;2019-12-18 01:02:42.944000;230
2019-12-18 01:02:42.945000;45;0;0;2019-12-18 01:03:09.381000;30
2019-12-18 01:03:09.381000;46;0;0;2019-12-18 01:03:11.708000;65
2019-12-18 01:03:11.709000;47;0;0;2019-12-18 01:03:14.626000;60
2019-12-18 01:03:14.626000;48;0;0;2019-12-18 01:04:07.204000;180
2019-12-18 01:04:07.205000;49;0;0;2019-12-18 01:04:11.766000;120
2019-12-18 01:04:11.824000;0;1;0;2019-12-18 01:04:59.663000;690
2019-12-18 01:04:59.665000;1;1;0;2019-12-18 01:05:10.126000;270
2019-12-18 01:05:10.126000;2;1;0;2019-12-18 01:05:57.612000;660
2019-12-18 01:05:57.613000;3;1;0;2019-12-18 01:06:05.318000;190
2019-12-18 01:06:05.319000;4;1;0;2019-12-18 01:06:24.060000;10
2019-12-18 01:06:24.061000;5;1;0;2019-12-18 01:06:29.282000;35
2019-12-18 01:06:29.282000;6;1;0;2019-12-18 01:06:32.327000;15
2019-12-18 01:06:32.327000;7;1;0;2019-12-18 01:06:39.693000;200
2019-12-18 01:06:39.693000;8;1;0;2019-12-18 01:07:30.488000;705
2019-12-18 01:07:30.489000;9;1;0;2019-12-18 01:07:52.548000;0
2019-12-18 01:07:52.548000;10;1;0;2019-12-18 01:08:16.867000;15
